_id,OCCUPANCY_DATE,ORGANIZATION_ID,ORGANIZATION_NAME,SHELTER_ID,SHELTER_GROUP,LOCATION_ID,LOCATION_NAME,LOCATION_ADDRESS,LOCATION_POSTAL_CODE,LOCATION_CITY,LOCATION_PROVINCE,PROGRAM_ID,PROGRAM_NAME,SECTOR,PROGRAM_MODEL,OVERNIGHT_SERVICE_TYPE,PROGRAM_AREA,SERVICE_USER_COUNT,CAPACITY_TYPE,CAPACITY_ACTUAL_BED,CAPACITY_FUNDING_BED,OCCUPIED_BEDS,UNOCCUPIED_BEDS,UNAVAILABLE_BEDS,CAPACITY_ACTUAL_ROOM,CAPACITY_FUNDING_ROOM,OCCUPIED_ROOMS,UNOCCUPIED_ROOMS,UNAVAILABLE_ROOMS,OCCUPANCY_RATE_BEDS,OCCUPANCY_RATE_ROOMS
9316083,2023-01-13,16,Women's Hostels Inc.,27,Nellie's,1280.0,,,,,,12051,Nellie's Women's Shelter,Women,Emergency,Shelter,Base Shelter and Overnight Services System,12,Bed Based Capacity,12.0,12.0,12.0,0.0,0.0,,,,,,100.0,
9316084,2023-01-13,4,WoodGreen Red Door Family Shelter,7,Red Door Family Shelter,1001.0,Red Door Family Shelter,189B Booth Ave,M4M 2M5,Toronto,ON,11791,Red Door - Family Shelter,Families,Emergency,Shelter,Base Shelter and Overnight Services System,92,Room Based Capacity,,,,,,26.0,27.0,26.0,0.0,1.0,,100.0
9316085,2023-01-13,3,YMCA of Greater Toronto,5,YMCA House,1096.0,Vanauley Street YMCA Emergency Shelter,7 Vanauley St,M5T 2V9,Toronto,ON,13291,YMCA House-Vanauley,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,20,Bed Based Capacity,20.0,20.0,20.0,0.0,0.0,,,,,,100.0,
9316086,2023-01-13,3,YMCA of Greater Toronto,5,YMCA House,1198.0,Multiple Youth Agencies Downtown Hotel Program,92 Peter St,M5V 2G5,Toronto,ON,15591,YMCA Youth Hotel Program,Youth,Emergency,Motel/Hotel Shelter,COVID-19 Response,42,Room Based Capacity,,,,,,42.0,42.0,42.0,0.0,0.0,,100.0
9316087,2023-01-13,3,YMCA of Greater Toronto,64,YMCA Sprott House,1101.0,YMCA Sprott House ,21 Walmer Rd,M5R 2W7,Toronto,ON,13451,YMCA Sprott House,Youth,Transitional,Shelter,Base Shelter and Overnight Services System,25,Bed Based Capacity,25.0,25.0,25.0,0.0,0.0,,,,,,100.0,
9316088,2023-01-13,17,YWCA Toronto,50,YWCA - First Stop Woodlawn,1062.0,YWCA 1st Stop Woodlawn ,80 Woodlawn Ave E,M4T 1C1,Toronto,ON,12277,YWCA - Adult Women Shelter,Women,Emergency,Shelter,Base Shelter and Overnight Services System,27,Bed Based Capacity,27.0,27.0,27.0,0.0,0.0,,,,,,100.0,
9316089,2023-01-13,17,YWCA Toronto,50,YWCA - First Stop Woodlawn,1062.0,YWCA 1st Stop Woodlawn ,80 Woodlawn Ave E,M4T 1C1,Toronto,ON,12278,YWCA - Youth Shelter,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,25,Bed Based Capacity,25.0,25.0,25.0,0.0,0.0,,,,,,100.0,
9316090,2023-01-13,17,YWCA Toronto,78,YWCA-348 Davenport,1129.0,YWCA Davenport Shelter,348 Davenport Road,M5R 1K6,Toronto,ON,14651,YWCA Davenport - Adult,Women,Emergency,Shelter,Base Shelter and Overnight Services System,19,Bed Based Capacity,20.0,20.0,19.0,1.0,0.0,,,,,,95.0,
9316091,2023-01-13,17,YWCA Toronto,78,YWCA-348 Davenport,1129.0,YWCA Davenport Shelter,348 Davenport Road,M5R 1K6,Toronto,ON,14671,YWCA Davenport - Youth,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,21,Bed Based Capacity,21.0,21.0,21.0,0.0,0.0,,,,,,100.0,
9316092,2023-01-13,31,Youth Without Shelter,52,Youth Without Shelter,1064.0,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,Etobicoke,ON,12292,Youth without Shelter Emergency Shelter Program,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,23,Bed Based Capacity,23.0,25.0,23.0,0.0,2.0,,,,,,100.0,
9316093,2023-01-13,31,Youth Without Shelter,52,Youth Without Shelter,1064.0,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,Etobicoke,ON,12291,Youth without Shelter Stay In School Program,Youth,Transitional,Shelter,Base Shelter and Overnight Services System,13,Bed Based Capacity,14.0,15.0,13.0,1.0,1.0,,,,,,92.86,
9316094,2023-01-13,38,YouthLink,81,YouthLink Shelter,1147.0,YouthLink ,747 Warden Ave,M1L 4A1,Scarborough,ON,14891,YouthLink Emergency Program,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,10,Bed Based Capacity,10.0,10.0,10.0,0.0,0.0,,,,,,100.0,
9316095,2023-01-13,38,YouthLink,81,YouthLink Shelter,1147.0,YouthLink ,747 Warden Ave,M1L 4A1,Scarborough,ON,14911,YouthLink Transitional Program,Youth,Transitional,Shelter,Base Shelter and Overnight Services System,32,Bed Based Capacity,39.0,40.0,32.0,7.0,1.0,,,,,,82.05,
9316096,2023-01-14,24,COSTI Immigrant Services,40,COSTI Reception Centre,1320.0,COSTI Hotel Program Dixon,640 Dixon Rd.,M9W 1J1,Toronto,ON,16892,COSTI - Hotel Program - Dixon (Refugee Families),Families,Emergency,Motel/Hotel Shelter,Temporary Refugee Response,626,Room Based Capacity,,,,,,150.0,150.0,150.0,0.0,0.0,,100.0
9316097,2023-01-14,24,COSTI Immigrant Services,40,COSTI Reception Centre,1320.0,COSTI Hotel Program Dixon,640 Dixon Rd.,M9W 1J1,Toronto,ON,16891,COSTI - Hotel Program - Dixon (Refugee Singles),Mixed Adult,Emergency,Motel/Hotel Shelter,Temporary Refugee Response,113,Room Based Capacity,,,,,,57.0,57.0,57.0,0.0,0.0,,100.0
9316098,2023-01-14,24,COSTI Immigrant Services,40,COSTI Reception Centre,1051.0,COSTI Reception Centre,100 Lippincott St,M5S 2P1,Toronto,ON,12251,COSTI Reception Centre CITY Program,Mixed Adult,Emergency,Shelter,Base Shelter and Overnight Services System,8,Bed Based Capacity,8.0,8.0,8.0,0.0,0.0,,,,,,100.0,
9316099,2023-01-14,24,COSTI Immigrant Services,40,COSTI Reception Centre,1114.0,COSTI Uptown Hotel Program,55 Hallcrown Pl,M2J 4R1,North York,ON,15372,COSTI Uptown Hotel COVID-19 - Family Program,Families,Emergency,Motel/Hotel Shelter,COVID-19 Response,239,Room Based Capacity,,,,,,75.0,83.0,75.0,0.0,8.0,,100.0
9316100,2023-01-14,24,COSTI Immigrant Services,40,COSTI Reception Centre,1114.0,COSTI Uptown Hotel Program,55 Hallcrown Pl,M2J 4R1,North York,ON,13751,COSTI Uptown Hotel Family Program,Families,Emergency,Motel/Hotel Shelter,Temporary Refugee Response,463,Room Based Capacity,,,,,,148.0,148.0,148.0,0.0,0.0,,100.0
9316101,2023-01-14,14,Christie Ossington Neighbourhood Centre,22,Christie Ossington Men's Hostel,1160.0,CONC Etobicoke Hotel Program,445 Rexdale Blvd,M9W 6P8,Etobicoke,ON,16111,CONC Etobicoke Hotel Program - Mixed Adult,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,150,Room Based Capacity,,,,,,145.0,152.0,145.0,0.0,7.0,,100.0
9316102,2023-01-14,14,Christie Ossington Neighbourhood Centre,22,Christie Ossington Men's Hostel,1172.0,CONC West End Hotel Program,14 Roncesvalles Ave,M6R 2K3,Toronto,ON,15711,CONC Men's Hotel Program,Men,Emergency,Motel/Hotel Shelter,COVID-19 Response,40,Room Based Capacity,,,,,,40.0,41.0,40.0,0.0,1.0,,100.0
9316103,2023-01-14,14,Christie Ossington Neighbourhood Centre,22,Christie Ossington Men's Hostel,1029.0,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,M6H 3Z5,Toronto,ON,12011,Christie Ossington Men's Hostel,Men,Emergency,Shelter,Base Shelter and Overnight Services System,39,Bed Based Capacity,39.0,39.0,39.0,0.0,0.0,,,,,,100.0,
9316104,2023-01-14,14,Christie Ossington Neighbourhood Centre,22,Christie Ossington Men's Hostel,1102.0,CONC Men's Shelter Bloor St W,850 Bloor St W,M6G 1M2,Toronto,ON,13611,Christie Ossington Men's Hostel South,Men,Emergency,Shelter,Base Shelter and Overnight Services System,18,Bed Based Capacity,18.0,18.0,18.0,0.0,0.0,,,,,,100.0,
9316105,2023-01-14,23,"Christie Refugee Welcome Centre, Inc.",39,Christie Refugee Welcome Centre,1052.0,Christie Refugee Welcome Centre,43 Christie St,M6G 3B1,Toronto,ON,12233,Christie Refugee Welcome Centre - Settlement and Support,Families,Emergency,Shelter,Base Shelter and Overnight Services System,73,Room Based Capacity,,,,,,30.0,30.0,30.0,0.0,0.0,,100.0
9316106,2023-01-14,1,City of Toronto,53,Birkdale Residence,1070.0,SSHA Birkdale Residence,1229 Ellesmere Rd,M1P 4V8,Toronto,ON,12351,Birkdale Residence - Bedded Program,Families,Emergency,Shelter,Base Shelter and Overnight Services System,219,Room Based Capacity,,,,,,65.0,65.0,64.0,1.0,0.0,,98.46
9316107,2023-01-14,1,City of Toronto,53,Birkdale Residence,1103.0,SSHA North York West Hotel Program,1677 Wilson Ave,M3L 1A5,North York,ON,17012,SSHA North York West Hotel - North - Couples,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,24,Room Based Capacity,,,,,,12.0,12.0,12.0,0.0,0.0,,100.0
9316108,2023-01-14,1,City of Toronto,53,Birkdale Residence,1103.0,SSHA North York West Hotel Program,1677 Wilson Ave,M3L 1A5,North York,ON,16671,SSHA North York West Hotel - North - Mixed Adult,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,82,Room Based Capacity,,,,,,83.0,83.0,82.0,1.0,0.0,,98.8
9316109,2023-01-14,1,City of Toronto,53,Birkdale Residence,1103.0,SSHA North York West Hotel Program,1677 Wilson Ave,M3L 1A5,North York,ON,17011,SSHA North York West Hotel - South - Couples,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,28,Room Based Capacity,,,,,,14.0,14.0,14.0,0.0,0.0,,100.0
9316110,2023-01-14,1,City of Toronto,53,Birkdale Residence,1103.0,SSHA North York West Hotel Program,1677 Wilson Ave,M3L 1A5,North York,ON,16271,SSHA North York West Hotel Program - Mixed Adult,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,76,Room Based Capacity,,,,,,76.0,77.0,76.0,0.0,1.0,,100.0
9316111,2023-01-14,1,City of Toronto,60,Downsview Dells,1009.0,SSHA Downsview Dells,1651 Sheppard Ave W,M3M 2X4,Toronto,ON,11815,Downsview Dells Bedded Program,Men,Transitional,Shelter,Base Shelter and Overnight Services System,17,Bed Based Capacity,18.0,18.0,17.0,1.0,0.0,,,,,,94.44,
9316112,2023-01-14,1,City of Toronto,83,Expansion  Sites,1181.0,SSHA Roehampton Hotel Program,808 Mt Pleasant Rd,M4P 2L2,Toronto,ON,15991,Roehampton Residence,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,145,Room Based Capacity,,,,,,77.0,86.0,77.0,0.0,9.0,,100.0
9316113,2023-01-14,1,City of Toronto,83,Expansion  Sites,1194.0,Scarborough Women's Shelter - Milner,20 Milner Business Ct,M1B 3M6,Scarborough,ON,16471,Scarborough Women's Shelter - Milner,Women,Emergency,Motel/Hotel Shelter,COVID-19 Response,102,Room Based Capacity,,,,,,102.0,103.0,102.0,0.0,1.0,,100.0
9316114,2023-01-14,1,City of Toronto,2,Family Residence,1065.0,SSHA Family Residence,4222 Kingston Rd,M1E 2M6,Toronto,ON,12311,Family Residence - Main Program,Families,Emergency,Shelter,Base Shelter and Overnight Services System,139,Room Based Capacity,,,,,,41.0,43.0,41.0,0.0,2.0,,100.0
9316115,2023-01-14,1,City of Toronto,2,Family Residence,1066.0,SSHA Scarborough Hotel Program 3,4674 Kingston Rd,M1E 2P9,Toronto,ON,12392,SSHA Scarborough Hotel 3 - Family Program,Families,Emergency,Motel/Hotel Shelter,Base Shelter and Overnight Services System,123,Room Based Capacity,,,,,,41.0,40.0,41.0,0.0,0.0,,100.0
9316116,2023-01-14,1,City of Toronto,2,Family Residence,1066.0,SSHA Scarborough Hotel Program 3,4674 Kingston Rd,M1E 2P9,Toronto,ON,16231,SSHA Scarborough Hotel 3 - Mixed Adult Winter Program,Families,Emergency,Motel/Hotel Shelter,COVID-19 Response,4,Room Based Capacity,,,,,,4.0,18.0,4.0,0.0,14.0,,100.0
9316117,2023-01-14,1,City of Toronto,2,Family Residence,1067.0,SSHA Scarborough Hotel Program 4,4540 Kingston Rd,M1E 2N8,Toronto,ON,12391,SSHA Scarborough Hotel 4 - Family Program,Families,Emergency,Motel/Hotel Shelter,Base Shelter and Overnight Services System,50,Room Based Capacity,,,,,,18.0,20.0,18.0,0.0,2.0,,100.0
9316118,2023-01-14,1,City of Toronto,62,Fort York Residence,1011.0,SSHA Fort York Residence,38 Bathurst St,M5V 3W3,Toronto,ON,11831,Fort York Residence Bedded Program,Men,Transitional,Shelter,Base Shelter and Overnight Services System,34,Bed Based Capacity,35.0,42.0,34.0,1.0,7.0,,,,,,97.14,
9316119,2023-01-14,1,City of Toronto,62,Fort York Residence,1123.0,SSHA North Hotel Program,3600 Steeles Ave W,L4L 8P5,Vaughan,ON,14051,Fort York Residence North Hotel Program,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,69,Room Based Capacity,,,,,,67.0,51.0,65.0,2.0,0.0,,97.01
9316120,2023-01-14,1,City of Toronto,62,Fort York Residence,1011.0,SSHA Fort York Residence,38 Bathurst St,M5V 3W3,Toronto,ON,12711,Fort York SRO Units Program,Men,Transitional,Shelter,Base Shelter and Overnight Services System,44,Bed Based Capacity,46.0,46.0,44.0,2.0,0.0,,,,,,95.65,
9316121,2023-01-14,1,City of Toronto,94,Progress Shelter,1360.0,Progress Avenue Shelter,705 Progress Ave,M1H 2X1,Toronto,ON,16951,Progress Shelter,Men,Emergency,Shelter,Base Shelter and Overnight Services System,92,Bed Based Capacity,92.0,92.0,92.0,0.0,0.0,,,,,,100.0,
9316122,2023-01-14,1,City of Toronto,54,Robertson House,1069.0,Robertson House,291 Sherbourne St,M5A 2R9,Toronto,ON,12331,Robertson House - Main Program,Families,Emergency,Shelter,Base Shelter and Overnight Services System,85,Room Based Capacity,,,,,,33.0,37.0,33.0,0.0,4.0,,100.0
9316123,2023-01-14,1,City of Toronto,82,SSHA Etobicoke Hotel Program,1163.0,SSHA Etobicoke Hotel Program,,,,,16551,SSHA Etobicoke Hotel Program,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,135,Room Based Capacity,,,,,,104.0,118.0,104.0,0.0,14.0,,100.0
9316124,2023-01-14,1,City of Toronto,82,SSHA Etobicoke Hotel Program,1163.0,SSHA Etobicoke Hotel Program,,,,,15391,SSHA Recovery Program,Mixed Adult,Emergency,Isolation/Recovery Site,COVID-19 Response,30,Room Based Capacity,,,,,,24.0,30.0,24.0,0.0,6.0,,100.0
9316125,2023-01-14,1,City of Toronto,59,Scarborough Village Residence,1155.0,SSHA Scarborough Hotel Program 1,4584 Kingston Rd,M1E 2P4,Scarborough,ON,15673,SSHA Scarborough Hotel 1 - Mixed Adult Program,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,48,Room Based Capacity,,,,,,24.0,24.0,24.0,0.0,0.0,,100.0
9316126,2023-01-14,1,City of Toronto,59,Scarborough Village Residence,1151.0,SSHA Scarborough Village Residence,3306 Kingston Rd,M1M 1P8,Toronto,ON,14811,Scarborough Village Residence Main Program,Mixed Adult,Transitional,Shelter,Base Shelter and Overnight Services System,93,Bed Based Capacity,93.0,93.0,93.0,0.0,0.0,,,,,,100.0,
9316127,2023-01-14,1,City of Toronto,59,Scarborough Village Residence,1420.0,Scarborough Civic Centre,150 Borough Dr,M1P 4N7,Toronto,ON,17132,Scarborough Warming Centre - Scarborough CC,Mixed Adult,Emergency,Warming Centre,Winter Programs,17,Bed Based Capacity,17.0,17.0,17.0,0.0,0.0,,,,,,100.0,
9316128,2023-01-14,1,City of Toronto,3,Seaton House,1154.0,SSHA Junction Place,731 Runnymede Rd,M6N 3V7,Toronto,ON,15171,Junction Place,Men,Emergency,Shelter,Base Shelter and Overnight Services System,62,Bed Based Capacity,62.0,62.0,62.0,0.0,0.0,,,,,,100.0,
9316129,2023-01-14,1,City of Toronto,3,Seaton House,1008.0,SSHA Seaton House,339 George St,M5A 2N2,Toronto,ON,11812,Seaton House - Annex Harm Reduction & Managed Alcohol Program,Men,Emergency,Shelter,Base Shelter and Overnight Services System,51,Bed Based Capacity,51.0,51.0,51.0,0.0,0.0,,,,,,100.0,
9316130,2023-01-14,1,City of Toronto,3,Seaton House,1008.0,SSHA Seaton House,339 George St,M5A 2N2,Toronto,ON,15051,Seaton House - Fourth Floor Program,Men,Emergency,Shelter,Base Shelter and Overnight Services System,78,Bed Based Capacity,78.0,81.0,78.0,0.0,3.0,,,,,,100.0,
9316131,2023-01-14,1,City of Toronto,3,Seaton House,1008.0,SSHA Seaton House,339 George St,M5A 2N2,Toronto,ON,15191,Seaton House - Infirmary Bedded Program,Men,Transitional,Shelter,Base Shelter and Overnight Services System,22,Bed Based Capacity,22.0,22.0,22.0,0.0,0.0,,,,,,100.0,
9316132,2023-01-14,1,City of Toronto,3,Seaton House,1008.0,SSHA Seaton House,339 George St,M5A 2N2,Toronto,ON,17071,Seaton House - Winter Program - O'Neill,Men,Emergency,Shelter,Winter Programs,5,Bed Based Capacity,5.0,10.0,5.0,0.0,5.0,,,,,,100.0,
9316133,2023-01-14,1,City of Toronto,3,Seaton House,1190.0,SSHA Downtown Response Program,76 Church St,M5C 2G1,Toronto,ON,15751,Seaton House Hostel Response Program,Men,Emergency,Shelter,Base Shelter and Overnight Services System,60,Bed Based Capacity,60.0,60.0,60.0,0.0,0.0,,,,,,100.0,
9316134,2023-01-14,1,City of Toronto,3,Seaton House,1008.0,SSHA Seaton House,339 George St,M5A 2N2,Toronto,ON,17091,Seaton House Winter Program,Men,Emergency,Shelter,Winter Programs,70,Bed Based Capacity,72.0,72.0,70.0,2.0,0.0,,,,,,97.22,
9316135,2023-01-14,1,City of Toronto,6,Streets To Homes,1004.0,Streets to Homes Assessment and Referral Centre (SHARC),129 Peter St,M5V 2H3,Toronto,ON,12952,Streets to Homes Bedded Program,Mixed Adult,Transitional,Shelter,Base Shelter and Overnight Services System,26,Bed Based Capacity,30.0,30.0,26.0,4.0,0.0,,,,,,86.67,
9316136,2023-01-14,1,City of Toronto,4,Women's Residence,1124.0,SSHA Downtown Hotel Program,77 Ryerson Ave,M5T 2V4,Toronto,ON,14631,SSHA Downtown Hotel Women's Program,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,71,Room Based Capacity,,,,,,64.0,66.0,64.0,0.0,2.0,,100.0
9316137,2023-01-14,1,City of Toronto,4,Women's Residence,1005.0,SSHA Womens' Residence,674 Dundas St W,M5H 1H9,Toronto,ON,12471,Women's Residence Extreme Weather Program,Women,Emergency,Shelter,Base Shelter and Overnight Services System,6,Bed Based Capacity,6.0,11.0,6.0,0.0,5.0,,,,,,100.0,
9316138,2023-01-14,1,City of Toronto,4,Women's Residence,1005.0,SSHA Womens' Residence,674 Dundas St W,M5H 1H9,Toronto,ON,11798,Womens' Residence - Main Program,Women,Emergency,Shelter,Base Shelter and Overnight Services System,78,Bed Based Capacity,78.0,80.0,78.0,0.0,2.0,,,,,,100.0,
9316139,2023-01-14,13,Cornerstone Place,21,Cornerstone Place,1028.0,Cornerstone Place,616 Vaughan Rd,M6C 2R5,Toronto,ON,11971,Cornerstone Place,Men,Emergency,Shelter,Base Shelter and Overnight Services System,25,Bed Based Capacity,25.0,25.0,25.0,0.0,0.0,,,,,,100.0,
9316140,2023-01-14,12,Covenant House Toronto,20,Covenant House,1026.0,Covenant House Gerrard St E,20 Gerrard St E,M5B 2P3,Toronto,ON,13371,Covenant House -  Transitional Safe Beds for women,Youth,Transitional,Shelter,Base Shelter and Overnight Services System,2,Bed Based Capacity,2.0,2.0,2.0,0.0,0.0,,,,,,100.0,
9316141,2023-01-14,12,Covenant House Toronto,20,Covenant House,1198.0,Multiple Youth Agencies Downtown Hotel Program,92 Peter St,M5V 2G5,Toronto,ON,15551,Covenant House - Hotel Program,Youth,Emergency,Motel/Hotel Shelter,COVID-19 Response,41,Room Based Capacity,,,,,,41.0,42.0,41.0,0.0,1.0,,100.0
9316142,2023-01-14,12,Covenant House Toronto,20,Covenant House,1026.0,Covenant House Gerrard St E,20 Gerrard St E,M5B 2P3,Toronto,ON,11951,Covenant House Residence,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,61,Bed Based Capacity,62.0,62.0,61.0,1.0,0.0,,,,,,98.39,
9316143,2023-01-14,12,Covenant House Toronto,20,Covenant House,1027.0,Covenant House McGill St,21 McGill St,M5B 1H3,Toronto,ON,11955,Covenant House Rights of Passage,Youth,Transitional,Shelter,Base Shelter and Overnight Services System,28,Bed Based Capacity,28.0,28.0,28.0,0.0,0.0,,,,,,100.0,
9316144,2023-01-14,6,Dixon Hall,80,351 Lakeshore Respite Services,1149.0,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,M5A 1C1,Toronto,ON,14791,Dixon Hall 351 Lake Shore Blvd E. Respite,Mixed Adult,Emergency,24-Hour Respite Site,Base Shelter and Overnight Services System,59,Bed Based Capacity,59.0,59.0,59.0,0.0,0.0,,,,,,100.0,
9316145,2023-01-14,6,Dixon Hall,9,Dixon Hall - Heyworth House,1128.0,Dixon Hall 354 George St,354 George St,M5A 2N3,Scarborough,ON,15331,Dixon Hall - 354 George,Mixed Adult,Emergency,24-Hour Respite Site,Base Shelter and Overnight Services System,50,Bed Based Capacity,50.0,50.0,50.0,0.0,0.0,,,,,,100.0,
9316146,2023-01-14,6,Dixon Hall,9,Dixon Hall - Heyworth House,1176.0,Dixon Hall Bond Place Hotel Program,65 Dundas St E,M5B 2G8,Toronto,ON,16091,Dixon Hall - Bond Place Hotel Program,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,141,Room Based Capacity,,,,,,147.0,146.0,135.0,12.0,0.0,,91.84
9316147,2023-01-14,6,Dixon Hall,9,Dixon Hall - Heyworth House,1015.0,Dixon Hall Heyworth House,2714 Danforth Ave,M4C 1L7,Toronto,ON,11892,Dixon Hall - Heyworth House,Mixed Adult,Emergency,Shelter,Base Shelter and Overnight Services System,53,Bed Based Capacity,53.0,53.0,53.0,0.0,0.0,,,,,,100.0,
9316148,2023-01-14,6,Dixon Hall,9,Dixon Hall - Heyworth House,1167.0,HFS Downtown Hotel Program,60 York St,M5J 1S8,Toronto,ON,15511,Dixon Hall Downtown Hotel - Mixed Adult Program,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,90,Room Based Capacity,,,,,,90.0,92.0,90.0,0.0,2.0,,100.0
9316149,2023-01-14,6,Dixon Hall,9,Dixon Hall - Heyworth House,1177.0,Dixon Hall Downtown Hotel,56 Yonge St,M5E 1G5,Toronto,ON,15891,Dixon Hall Downtown Hotel Program - Mixed Adult,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,55,Room Based Capacity,,,,,,50.0,52.0,50.0,0.0,2.0,,100.0
9316150,2023-01-14,6,Dixon Hall,14,Dixon Hall - Schoolhouse,1020.0,Dixon Hall Schoolhouse,349 George St,M5A 2N2,Toronto,ON,11897,Dixon Hall - Schoolhouse,Men,Emergency,Shelter,Base Shelter and Overnight Services System,25,Bed Based Capacity,26.0,26.0,25.0,1.0,0.0,,,,,,96.15,
9316151,2023-01-14,6,Dixon Hall,95,Mitchell Field Warming Centre,1400.0,Mitchell Field CC,89 Church Ave.,M2N 6C9,Toronto,ON,17171,Mitchell Field Warming Centre,Mixed Adult,Emergency,Warming Centre,Winter Programs,37,Bed Based Capacity,50.0,50.0,37.0,13.0,0.0,,,,,,74.0,
9316152,2023-01-14,11,Eva's Initiatives,19,Eva's Phoenix,1025.0,Eva's Phoenix,60 Brant St,M5V 3G9,Toronto,ON,11932,Eva's Phoenix,Youth,Transitional,Shelter,Base Shelter and Overnight Services System,49,Bed Based Capacity,50.0,50.0,49.0,1.0,0.0,,,,,,98.0,
9316153,2023-01-14,11,Eva's Initiatives,18,Eva's Place,1024.0,Eva's Place,360 Lesmill Rd,M3B 2T5,Toronto,ON,11931,Eva's Place,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,25,Bed Based Capacity,25.0,25.0,25.0,0.0,0.0,,,,,,100.0,
9316154,2023-01-14,11,Eva's Initiatives,18,Eva's Place,1198.0,Multiple Youth Agencies Downtown Hotel Program,92 Peter St,M5V 2G5,Toronto,ON,16611,Eva's Satellite Downtown Hotel Program.,Youth,Emergency,Motel/Hotel Shelter,COVID-19 Response,41,Room Based Capacity,,,,,,41.0,41.0,41.0,0.0,0.0,,100.0
9316155,2023-01-14,25,Fife House Foundation,41,Fife House Transitional Program,1053.0,Fife House Denison Ave,70 Denison Ave,M5T 2M8,Toronto,ON,12252,Fife House Denison Program,Mixed Adult,Transitional,Shelter,Base Shelter and Overnight Services System,4,Bed Based Capacity,5.0,5.0,4.0,1.0,0.0,,,,,,80.0,
9316156,2023-01-14,25,Fife House Foundation,41,Fife House Transitional Program,1054.0,Fife House Sherbourne St,490 Sherbourne St,M4X 1K9,Toronto,ON,12253,Fife-Sherbourne Transitional Program,Mixed Adult,Transitional,Shelter,Base Shelter and Overnight Services System,10,Bed Based Capacity,11.0,11.0,10.0,1.0,0.0,,,,,,90.91,
9316157,2023-01-14,26,Fred Victor Centre,58,FV Women's Transition to Housing,1099.0,Fred Victor Centre Transition to Housing Dundas St E,386 Dundas St E,M5A 2A5,Toronto,ON,13331,Fred Victor T2H Bedded Program,Women,Transitional,Shelter,Base Shelter and Overnight Services System,37,Bed Based Capacity,37.0,37.0,37.0,0.0,0.0,,,,,,100.0,
9316158,2023-01-14,26,Fred Victor Centre,58,FV Women's Transition to Housing,1081.0,Fred Victor Mary Sheffield House,512 Jarvis St,M4Y 2H6,Toronto,ON,13191,Fred Victor Transition to Housing Bedded Program,Women,Transitional,Shelter,Base Shelter and Overnight Services System,24,Bed Based Capacity,25.0,26.0,24.0,1.0,1.0,,,,,,96.0,
9316159,2023-01-14,26,Fred Victor Centre,42,Fred Victor Women's Hostel,1007.0,Adelaide Resource Centre for Women,67 Adelaide St E,M5C 1K6,Toronto,ON,16391,Fred Victor The Phoenix Women's 24/7 Drop-In,Women,Emergency,24-Hour Women's Drop-in,Base Shelter and Overnight Services System,52,Bed Based Capacity,52.0,52.0,52.0,0.0,0.0,,,,,,100.0,
9316160,2023-01-14,26,Fred Victor Centre,42,Fred Victor Women's Hostel,1193.0,Fred Victor Centre Fatima House,1059 College Street,M6H 1B1,Toronto,ON,12256,Fred Victor Women's Hostel Program,Women,Emergency,Shelter,Base Shelter and Overnight Services System,23,Bed Based Capacity,23.0,23.0,23.0,0.0,0.0,,,,,,100.0,
9316161,2023-01-14,26,Fred Victor Centre,44,"Fred Victor, BUS",1055.0,Fred Victor Centre Bethlehem United Shelter,1161 Caledonia Rd,M6A 2W9,Toronto,ON,12254,Fred Victor Bethlehem United Program,Mixed Adult,Emergency,Shelter,Base Shelter and Overnight Services System,66,Bed Based Capacity,66.0,66.0,66.0,0.0,0.0,,,,,,100.0,
